date,home_team,away_team,rank_home,rank_away,home_score,away_score,result,rank_dif,rank_change_home,rank_change_away,home_goals_mean,home_goals_mean_l5,home_goals_suf_mean,home_goals_suf_mean_l5,home_rank_mean,home_rank_mean_l5,home_points_mean,home_points_mean_l5,away_goals_mean,away_goals_mean_l5,away_goals_suf_mean,away_goals_suf_mean_l5,away_rank_mean,away_rank_mean_l5,away_points_mean,away_points_mean_l5,home_game_points_mean,home_game_points_mean_l5,home_game_points_rank_mean,home_game_points_rank_mean_l5,away_game_points_mean,away_game_points_mean_l5,away_game_points_rank_mean,away_game_points_rank_mean_l5,is_friendly_0,is_friendly_1,total_games_away,total_games_home,home_weight_goals,away_weight_goals_suf,home_weight_goals_l5,away_weight_goals_suf_l5,home_weight_points,away_weight_points,away_weight_goals,home_weight_goals_suf,away_weight_goals_l5,home_weight_goals_suf_l5
2021-06-27,Venezuela,Peru,30.0,27.0,0,1,1,3.0,0.0,0.0,0.5555555555555556,0.6,1.5555555555555556,1.6,25.666666666666668,32.2,-16.289999999999964,0.0,1.1111111111111112,1.2,2.3333333333333335,2.2,23.0,27.8,-32.11999999999989,0.0,0.6666666666666666,0.6,0.041457365615708196,0.039329140461215925,0.8888888888888888,1.4,0.03338574423480084,0.05509433962264151,True,False,8,8,1.6666666666666667,7.0,1.7999999999999998,6.6000000000000005,2.0,2.6666666666666665,3.3333333333333335,4.666666666666667,3.5999999999999996,4.800000000000001
2021-06-28,Argentina,Bolivia,8.0,81.0,4,1,0,-73.0,0.0,0.0,1.3333333333333333,1.2,0.6666666666666666,0.8,32.77777777777778,19.4,18.950000000000045,0.0,1.0909090909090908,1.0,2.1818181818181817,1.6,26.636363636363637,22.4,-23.8900000000001,0.0,2.111111111111111,1.8,0.09238043024227234,0.11819548872180449,0.45454545454545453,0.8,0.016473000683527,0.030526315789473686,True,False,10,8,-97.33333333333333,-159.27272727272725,-87.6,-116.80000000000001,-154.11111111111111,-33.18181818181818,-79.63636363636363,-48.666666666666664,-73.0,-58.400000000000006
2021-06-28,Uruguay,Paraguay,9.0,35.0,1,0,0,-26.0,0.0,0.0,1.1111111111111112,0.6,1.0,0.4,29.666666666666668,34.6,-5.920000000000073,0.0,1.2222222222222223,1.0,1.0,0.8,28.22222222222222,24.0,15.019999999999982,0.0,1.3333333333333333,1.2,0.06978266290271794,0.03031467557783347,1.4444444444444444,1.4,0.06768396203254445,0.06120857699805068,True,False,8,8,-28.88888888888889,-26.0,-15.6,-20.8,-34.666666666666664,-37.55555555555556,-31.77777777777778,-26.0,-26.0,-10.4
2021-06-30,Mexico,Panama,11.0,78.0,3,0,0,-67.0,0.0,0.0,0.5,0.5,0.0,0.0,50.0,50.0,-2.4400000000000546,-2.4400000000000546,1.0,1.0,0.0,0.0,46.0,46.0,0.0,0.0,2.0,2.0,0.04,0.04,3.0,3.0,0.06521739130434782,0.06521739130434782,False,True,1,1,-33.5,-0.0,-33.5,-0.0,-134.0,-201.0,-67.0,-0.0,-67.0,-0.0
2021-07-02,Peru,Paraguay,27.0,35.0,3,3,2,-8.0,0.0,0.0,1.1,1.4,2.1,1.6,23.7,30.8,-32.11999999999989,0.0,1.1,1.0,1.0,1.0,26.3,24.0,15.019999999999982,0.0,1.1,2.0,0.04004716981132076,0.07509433962264152,1.3,1.2,0.06091556582929001,0.03898635477582846,True,False,9,9,-8.8,-8.0,-11.2,-8.0,-8.8,-10.4,-8.8,-16.8,-8.0,-12.8
2021-07-02,Brazil,Chile,3.0,19.0,1,0,0,-16.0,0.0,0.0,2.6,2.4,0.4,0.4,34.5,32.0,30.65000000000009,0.0,1.1818181818181819,0.8,1.1818181818181819,1.0,33.54545454545455,42.8,-9.480000000000018,0.0,2.8,2.6,0.12843750170165263,0.10313866427073974,1.2727272727272727,1.2,0.06122441006407251,0.05709876543209876,True,False,10,9,-41.6,-18.90909090909091,-38.4,-16.0,-44.8,-20.363636363636363,-18.90909090909091,-6.4,-12.8,-6.4
2021-07-03,Uruguay,Colombia,9.0,15.0,0,0,2,-6.0,0.0,0.0,1.1,0.8,0.9,0.4,30.2,34.6,-5.920000000000073,0.0,1.4,1.0,1.7,1.2,25.7,24.2,-21.339999999999918,0.0,1.5,1.6,0.07137582518387472,0.0417432470064049,1.2,1.0,0.050487174744111483,0.0429874213836478,True,False,9,9,-6.6000000000000005,-10.2,-4.800000000000001,-7.199999999999999,-9.0,-7.199999999999999,-8.399999999999999,-5.4,-6.0,-2.4000000000000004
2021-07-03,Argentina,Ecuador,8.0,53.0,3,0,0,-45.0,0.0,0.0,1.6,1.8,0.7,0.8,37.6,31.8,18.950000000000045,0.0,1.9090909090909092,1.2,1.5454545454545454,1.6,26.181818181818183,20.4,45.00999999999999,0.0,2.2,2.2,0.08684609092174882,0.11507658033973822,1.3636363636363635,0.6,0.11633209734475557,0.08074074074074074,True,False,10,9,-72.0,-69.54545454545455,-81.0,-72.0,-99.00000000000001,-61.36363636363636,-85.9090909090909,-31.499999999999996,-54.0,-36.0
2021-07-05,Brazil,Peru,3.0,27.0,1,0,0,-24.0,0.0,0.0,2.4545454545454546,2.2,0.36363636363636365,0.4,33.09090909090909,28.8,30.65000000000009,0.0,1.2727272727272727,1.6,2.1818181818181817,2.0,24.727272727272727,27.2,-32.11999999999989,0.0,2.8181818181818183,2.6,0.13111543216896654,0.11757475449630365,1.0909090909090908,1.6,0.0390039206076942,0.0694878706199461,True,False,10,10,-58.90909090909091,-52.36363636363636,-52.800000000000004,-48.0,-67.63636363636364,-26.18181818181818,-30.545454545454547,-8.727272727272727,-38.400000000000006,-9.600000000000001
2021-07-06,Argentina,Colombia,8.0,15.0,1,1,2,-7.0,0.0,0.0,1.7272727272727273,2.0,0.6363636363636364,0.4,39.0,39.4,18.950000000000045,0.0,1.2727272727272727,0.6,1.5454545454545454,0.8,24.181818181818183,24.4,-21.339999999999918,0.0,2.272727272727273,2.6,0.08409678934567216,0.11306400172338602,1.1818181818181819,1.0,0.05599844168656599,0.04020964360587002,True,False,10,10,-12.090909090909092,-10.818181818181818,-14.0,-5.6000000000000005,-15.90909090909091,-8.272727272727273,-8.909090909090908,-4.454545454545454,-4.2,-2.8000000000000003
2021-07-09,Peru,Colombia,27.0,15.0,2,3,1,12.0,0.0,0.0,1.1666666666666667,1.6,2.0833333333333335,1.4,22.916666666666668,27.2,-32.11999999999989,0.0,1.25,0.6,1.5,1.0,22.833333333333332,15.4,-21.339999999999918,0.0,1.0,1.6,0.03575359389038635,0.0694878706199461,1.1666666666666667,0.6,0.06174857154601882,0.05388888888888889,True,False,11,11,14.0,18.0,19.200000000000003,12.0,12.0,14.0,15.0,25.0,7.199999999999999,16.799999999999997
2021-07-10,Brazil,Argentina,3.0,8.0,0,1,1,-5.0,0.0,0.0,2.3333333333333335,1.8,0.3333333333333333,0.4,32.583333333333336,28.2,30.65000000000009,0.0,1.6666666666666667,2.0,0.6666666666666666,0.4,37.0,38.6,18.950000000000045,0.0,2.8333333333333335,2.6,0.12944840541414526,0.11979697671852588,2.1666666666666665,2.6,0.08264427912242171,0.11587101926724568,True,False,11,11,-11.666666666666668,-3.333333333333333,-9.0,-2.0,-14.166666666666668,-10.833333333333332,-8.333333333333334,-1.6666666666666665,-10.0,-2.0
2021-07-29,Mexico,Canada,11.0,70.0,2,1,0,-59.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,59.333333333333336,59.333333333333336,-2.4400000000000546,-2.4400000000000546,2.0,2.0,0.0,0.0,50.0,50.0,0.0,0.0,2.3333333333333335,2.3333333333333335,0.03948717948717949,0.03948717948717949,3.0,3.0,0.06,0.06,True,False,0,2,-78.66666666666666,-0.0,-78.66666666666666,-0.0,-137.66666666666669,-177.0,-118.0,-0.0,-118.0,-0.0
2021-09-02,Bolivia,Colombia,82.0,15.0,1,1,2,67.0,1.0,0.0,1.0833333333333333,0.6,2.3333333333333335,2.2,25.083333333333332,18.0,-23.8900000000001,0.0,1.3846153846153846,1.2,1.5384615384615385,1.4,23.153846153846153,14.8,-21.339999999999918,0.0,0.4166666666666667,0.2,0.015100250626566418,0.010526315789473684,1.3076923076923077,1.0,0.06554568997410284,0.06944444444444445,True,False,12,11,72.58333333333333,103.07692307692308,40.199999999999996,93.8,27.916666666666668,87.61538461538461,92.76923076923077,156.33333333333334,80.39999999999999,147.4
2021-09-02,Ecuador,Paraguay,55.0,33.0,2,0,0,22.0,2.0,-2.0,1.75,1.0,1.6666666666666667,1.8,24.666666666666668,16.6,45.00999999999999,0.0,1.2727272727272727,1.6,1.1818181818181819,1.2,26.363636363636363,28.8,15.019999999999982,0.0,1.25,0.6,0.10663775589935927,0.08074074074074074,1.2727272727272727,1.4,0.05874479048453973,0.04639376218323586,True,False,10,11,38.5,26.0,22.0,26.4,27.5,28.0,28.0,36.66666666666667,35.2,39.6
2021-09-02,Peru,Uruguay,22.0,13.0,1,1,2,9.0,-5.0,4.0,1.2307692307692308,1.6,2.1538461538461537,1.8,22.307692307692307,27.2,-32.11999999999989,0.0,1.0,0.8,0.8181818181818182,0.4,28.818181818181817,31.6,-5.920000000000073,0.0,0.9230769230769231,1.0,0.0330033174372797,0.029487870619946094,1.4545454545454546,1.6,0.07094771986412854,0.04840991367307157,True,False,10,12,11.076923076923077,7.363636363636364,14.4,3.6,8.307692307692308,13.090909090909092,9.0,19.384615384615383,7.2,16.2
2021-09-02,Venezuela,Argentina,40.0,6.0,1,3,1,34.0,10.0,-2.0,0.5,0.4,1.5,1.2,25.8,21.4,-16.289999999999964,0.0,1.6153846153846154,2.0,0.6153846153846154,0.4,34.38461538461539,37.4,18.950000000000045,0.0,0.6,0.6,0.037311629054137374,0.039329140461215925,2.230769230769231,2.6,0.15321010380531233,0.249204352600579,True,False,12,9,17.0,20.923076923076923,13.600000000000001,13.600000000000001,20.4,75.84615384615385,54.92307692307693,51.0,68.0,40.8
2021-09-02,Chile,Brazil,20.0,2.0,0,1,1,18.0,1.0,-1.0,1.0833333333333333,0.6,1.1666666666666667,1.0,31.0,27.2,-9.480000000000018,0.0,2.1538461538461537,1.0,0.38461538461538464,0.6,30.692307692307693,24.4,30.65000000000009,0.0,1.1666666666666667,1.0,0.05612237589206647,0.054629629629629625,2.6153846153846154,2.0,0.11949083576690328,0.09757475449630365,True,False,12,11,19.5,6.923076923076923,10.799999999999999,10.799999999999999,21.0,47.07692307692308,38.76923076923077,21.0,18.0,18.0
2021-09-02,Panama,Costa Rica,74.0,44.0,0,0,2,30.0,-4.0,-6.0,0.6666666666666666,0.6666666666666666,1.0,1.0,34.333333333333336,34.333333333333336,16.970000000000027,16.970000000000027,0.16666666666666666,0.2,0.8333333333333334,0.8,49.5,43.2,-15.599999999999909,-15.599999999999909,2.0,2.0,0.043478260869565216,0.043478260869565216,0.6666666666666666,0.8,0.026262626262626265,0.03151515151515152,True,False,2,2,20.0,25.0,20.0,24.0,60.0,20.0,5.0,30.0,6.0,30.0
2021-09-02,Mexico,Jamaica,9.0,50.0,2,1,0,-41.0,-2.0,5.0,1.5,1.5,0.25,0.25,62.0,62.0,-2.4400000000000546,-2.4400000000000546,0.0,0.0,1.0,1.0,50.0,50.0,0.0,0.0,2.5,2.5,0.04032967032967033,0.04032967032967033,0.0,0.0,0.0,0.0,True,False,0,3,-61.5,-41.0,-61.5,-41.0,-102.5,-0.0,-0.0,-10.25,-0.0,-10.25
2021-09-05,Ecuador,Chile,55.0,20.0,0,0,2,35.0,2.0,1.0,1.7692307692307692,1.4,1.5384615384615385,1.6,25.307692307692307,20.2,37.25999999999999,-7.75,1.0,0.4,1.1538461538461537,1.0,28.76923076923077,26.0,-21.190000000000055,-11.710000000000036,1.3846153846153846,1.2,0.10542785859241555,0.09892255892255891,1.0769230769230769,0.8,0.0518052700542152,0.029629629629629627,True,False,12,12,61.92307692307692,40.38461538461538,49.0,35.0,48.46153846153846,37.69230769230769,35.0,53.84615384615385,14.0,56.0
2021-09-05,Paraguay,Colombia,33.0,15.0,1,1,2,18.0,-2.0,0.0,1.1666666666666667,1.0,1.25,1.4,28.75,23.6,22.49000000000001,7.470000000000027,1.3571428571428572,1.2,1.5,1.2,27.357142857142858,25.8,-4.329999999999927,17.00999999999999,1.1666666666666667,0.8,0.05384939127749475,0.03898635477582846,1.2857142857142858,1.2,0.06173493511532547,0.07188346883468835,True,False,13,11,21.0,27.0,18.0,21.599999999999998,21.0,23.142857142857146,24.42857142857143,22.5,21.599999999999998,25.2
2021-09-05,Uruguay,Bolivia,13.0,82.0,4,2,0,-69.0,4.0,1.0,1.0,1.0,0.8333333333333334,0.4,28.25,34.4,-10.36999999999989,-4.449999999999818,1.0769230769230769,0.6,2.230769230769231,2.2,24.307692307692307,17.2,-38.059999999999945,-14.169999999999845,1.4166666666666667,1.8,0.06882328866332994,0.05750082276398065,0.46153846153846156,0.2,0.019066898014266438,0.013333333333333332,True,False,12,11,-69.0,-153.92307692307693,-69.0,-151.8,-97.75,-31.846153846153847,-74.3076923076923,-57.5,-41.4,-27.6
2021-09-05,Peru,Venezuela,22.0,40.0,1,0,0,-18.0,-5.0,10.0,1.2142857142857142,1.4,2.0714285714285716,1.6,21.642857142857142,19.2,-0.8399999999999181,31.279999999999973,0.5454545454545454,0.6,1.6363636363636365,1.8,24.0,20.8,-53.700000000000045,-37.41000000000008,0.9285714285714286,1.0,0.03614044311483665,0.041098901098901096,0.5454545454545454,0.4,0.03391966277648852,0.01710691823899371,True,False,10,13,-21.857142857142854,-29.454545454545457,-25.2,-32.4,-16.714285714285715,-9.818181818181817,-9.818181818181817,-37.28571428571429,-10.799999999999999,-28.8
2021-09-05,Costa Rica,Mexico,44.0,9.0,0,1,1,35.0,-6.0,-2.0,0.14285714285714285,0.2,0.7142857142857143,0.6,53.0,41.8,10.789999999999964,22.789999999999964,1.6,1.6,0.4,0.4,59.6,59.6,26.289999999999964,26.289999999999964,0.7142857142857143,1.0,0.02444132444132444,0.03421785421785421,2.6,2.6,0.04426373626373626,0.04426373626373626,True,False,4,3,5.0,14.0,7.0,14.0,25.0,91.0,56.0,25.0,56.0,21.0
2021-09-05,Jamaica,Panama,50.0,74.0,0,3,1,-24.0,5.0,-4.0,0.5,0.5,1.5,1.5,29.5,29.5,-9.590000000000146,-9.590000000000146,0.5,0.5,0.75,0.75,36.75,36.75,29.84999999999991,29.84999999999991,0.0,0.0,0.0,0.0,1.75,1.75,0.038290513833992096,0.038290513833992096,True,False,3,1,-12.0,-18.0,-12.0,-18.0,-0.0,-42.0,-12.0,-36.0,-12.0,-36.0
2021-09-08,Costa Rica,Jamaica,44.0,50.0,1,1,2,-6.0,-6.0,5.0,0.125,0.2,0.75,0.6,47.5,41.8,10.789999999999964,26.389999999999873,0.3333333333333333,0.3333333333333333,2.0,2.0,44.333333333333336,44.333333333333336,-9.590000000000146,-9.590000000000146,0.625,1.0,0.021386158886158885,0.03421785421785421,0.0,0.0,0.0,0.0,True,False,2,4,-0.75,-12.0,-1.2000000000000002,-12.0,-3.75,-0.0,-2.0,-4.5,-2.0,-3.5999999999999996
2021-09-08,Panama,Mexico,74.0,9.0,1,1,2,65.0,-4.0,-2.0,1.0,1.0,0.6,0.6,39.4,39.4,29.84999999999991,29.84999999999991,1.5,1.6,0.3333333333333333,0.4,57.0,58.4,26.289999999999964,28.730000000000018,2.0,2.0,0.042632411067193676,0.042632411067193676,2.6666666666666665,2.6,0.04825008325008325,0.0459000999000999,True,False,5,4,65.0,21.666666666666664,65.0,26.0,130.0,173.33333333333331,97.5,39.0,104.0,39.0
2021-09-09,Colombia,Chile,15.0,20.0,3,1,0,-5.0,0.0,1.0,1.3333333333333333,1.2,1.4666666666666666,1.0,27.733333333333334,31.8,-4.329999999999927,17.00999999999999,0.9285714285714286,0.2,1.0714285714285714,1.0,30.642857142857142,20.8,-21.190000000000055,-11.710000000000036,1.2666666666666666,1.4,0.05963947479450579,0.0779440748952944,1.0714285714285714,0.4,0.04940359492047255,0.02585858585858586,True,False,13,14,-6.666666666666666,-5.357142857142857,-6.0,-5.0,-6.333333333333333,-5.357142857142857,-4.642857142857143,-7.333333333333333,-1.0,-5.0
2021-09-09,Paraguay,Venezuela,33.0,40.0,2,1,0,-7.0,-2.0,10.0,1.1538461538461537,1.2,1.2307692307692308,1.4,27.692307692307693,25.0,22.49000000000001,7.470000000000027,0.5,0.6,1.5833333333333333,1.4,23.833333333333332,24.6,-53.700000000000045,-37.41000000000008,1.1538461538461537,1.0,0.054835335538200296,0.05231968810916179,0.5,0.4,0.031093024211781145,0.01710691823899371,True,False,11,12,-8.076923076923077,-11.083333333333332,-8.4,-9.799999999999999,-8.076923076923077,-3.5,-3.5,-8.615384615384617,-4.2,-9.799999999999999
2021-09-09,Uruguay,Ecuador,13.0,55.0,1,0,0,-42.0,4.0,2.0,1.2307692307692308,1.6,0.9230769230769231,0.6,32.38461538461539,47.0,-10.36999999999989,-4.449999999999818,1.6428571428571428,1.0,1.4285714285714286,1.2,24.928571428571427,18.2,37.25999999999999,-7.75,1.5384615384615385,2.2,0.06634344844720139,0.054291580145238674,1.3571428571428572,1.2,0.10146872583581444,0.10225589225589227,True,False,13,12,-51.69230769230769,-60.0,-67.2,-50.4,-64.61538461538461,-57.0,-69.0,-38.769230769230774,-42.0,-25.2
2021-09-09,Argentina,Bolivia,6.0,82.0,3,0,0,-76.0,-2.0,1.0,1.7142857142857142,2.4,0.6428571428571429,0.6,34.785714285714285,38.4,91.43000000000006,72.48000000000002,1.1428571428571428,0.8,2.357142857142857,2.4,23.5,12.8,-38.059999999999945,-14.169999999999845,2.2857142857142856,2.6,0.1476236678192186,0.24706149545772185,0.42857142857142855,0.2,0.01770497672753312,0.013333333333333332,True,False,13,13,-130.28571428571428,-179.14285714285714,-182.4,-182.4,-173.7142857142857,-32.57142857142857,-86.85714285714285,-48.85714285714286,-60.800000000000004,-45.6
2021-09-09,Brazil,Peru,2.0,22.0,2,0,0,-20.0,-1.0,-5.0,2.0714285714285716,0.8,0.35714285714285715,0.4,29.928571428571427,25.4,85.67000000000007,55.01999999999998,1.2,1.4,1.9333333333333333,1.6,22.866666666666667,21.2,-0.8399999999999181,31.279999999999973,2.642857142857143,2.0,0.12167006178355308,0.08757475449630364,1.0666666666666667,1.0,0.03873108024051421,0.036098901098901105,True,False,14,13,-41.42857142857143,-38.666666666666664,-16.0,-32.0,-52.857142857142854,-21.333333333333332,-24.0,-7.142857142857143,-28.0,-8.0
2021-10-07,Mexico,Canada,9.0,51.0,1,1,2,-42.0,0.0,-8.0,1.4285714285714286,1.8,0.42857142857142855,0.6,59.42857142857143,63.2,26.289999999999964,28.730000000000018,1.5,1.5,1.0,1.0,30.5,30.5,0.0,0.0,2.4285714285714284,2.6,0.043287716144859,0.044602802602802596,1.5,1.5,0.03,0.03,True,False,1,6,-60.0,-42.0,-75.60000000000001,-42.0,-101.99999999999999,-63.0,-63.0,-18.0,-63.0,-25.2
2021-10-07,Ecuador,Bolivia,52.0,83.0,3,0,0,-31.0,-3.0,1.0,1.5333333333333334,0.6,1.4,1.0,24.133333333333333,15.4,37.25999999999999,-7.75,1.0666666666666667,0.8,2.4,2.8,22.333333333333332,10.2,-38.059999999999945,-14.169999999999845,1.2666666666666666,1.0,0.09470414411342681,0.09484848484848485,0.4,0.2,0.016524644945697577,0.013333333333333332,True,False,14,14,-47.53333333333334,-74.39999999999999,-18.599999999999998,-86.8,-39.266666666666666,-12.4,-33.06666666666666,-43.4,-24.8,-31.0
2021-10-07,Venezuela,Brazil,49.0,2.0,1,3,1,47.0,9.0,0.0,0.5384615384615384,0.8,1.6153846153846154,1.8,24.53846153846154,28.2,-53.700000000000045,-37.41000000000008,2.066666666666667,1.0,0.3333333333333333,0.2,29.4,19.2,85.67000000000007,55.01999999999998,0.46153846153846156,0.2,0.02870125311856721,0.0037735849056603774,2.6666666666666665,2.4,0.12264963342222529,0.11107389686337055,True,False,14,12,25.307692307692307,15.666666666666666,37.6,9.4,21.692307692307693,125.33333333333333,97.13333333333334,75.92307692307692,47.0,84.60000000000001
2021-10-07,Paraguay,Argentina,35.0,6.0,0,0,2,29.0,2.0,0.0,1.2142857142857142,1.2,1.2142857142857142,1.6,28.571428571428573,29.2,22.49000000000001,7.470000000000027,1.8,2.2,0.6,0.4,37.93333333333333,38.6,91.43000000000006,72.48000000000002,1.2857142857142858,1.0,0.056275668714043124,0.03574074074074074,2.3333333333333335,2.6,0.1402211143548479,0.24697116122104618,True,False,14,13,35.21428571428571,17.4,34.8,11.600000000000001,37.28571428571429,67.66666666666667,52.2,35.21428571428571,63.800000000000004,46.400000000000006
2021-10-07,Peru,Chile,21.0,23.0,2,0,0,-2.0,-1.0,3.0,1.125,0.8,1.9375,1.4,21.5625,14.6,-0.8399999999999181,31.279999999999973,0.9333333333333333,0.2,1.2,1.4,29.6,22.0,-21.190000000000055,-11.710000000000036,1.0,0.8,0.03631038772548206,0.03038461538461539,1.0,0.2,0.04611002192577438,0.0036363636363636364,True,False,14,15,-2.25,-2.4,-1.6,-2.8,-2.0,-2.0,-1.8666666666666667,-3.875,-0.4,-2.8
2021-10-07,Uruguay,Colombia,12.0,16.0,0,0,2,-4.0,-1.0,1.0,1.2142857142857142,1.4,0.8571428571428571,0.6,34.0,41.8,-10.36999999999989,-4.449999999999818,1.4375,1.8,1.4375,1.2,27.25,34.0,-4.329999999999927,17.00999999999999,1.6428571428571428,2.2,0.0655007345970766,0.05779326364692219,1.375,1.8,0.06528700761984918,0.08572185267307218,True,False,15,13,-4.857142857142857,-5.75,-5.6,-4.8,-6.571428571428571,-5.5,-5.75,-3.4285714285714284,-7.2,-2.4
2021-10-10,Jamaica,Canada,59.0,51.0,0,0,2,8.0,9.0,-8.0,0.5,0.5,1.75,1.75,44.25,44.25,-9.590000000000146,-9.590000000000146,1.3333333333333333,1.3333333333333333,1.0,1.0,23.333333333333332,23.333333333333332,75.67000000000007,75.67000000000007,0.25,0.25,0.005681818181818182,0.005681818181818182,1.3333333333333333,1.3333333333333333,0.05703703703703703,0.05703703703703703,True,False,2,3,4.0,8.0,4.0,8.0,2.0,10.666666666666666,10.666666666666666,14.0,10.666666666666666,14.0
2021-10-10,Bolivia,Peru,83.0,21.0,1,0,0,62.0,1.0,-1.0,1.0,0.8,2.4375,3.0,24.1875,18.8,-40.34999999999991,-16.45999999999981,1.1764705882352942,1.2,1.8235294117647058,1.2,21.647058823529413,18.6,4.779999999999973,36.899999999999864,0.375,0.2,0.01549185463659148,0.013333333333333332,1.1176470588235294,1.4,0.041847116836259336,0.05647157190635451,True,False,16,15,62.0,113.05882352941177,49.6,74.39999999999999,23.25,69.29411764705883,72.94117647058823,151.125,74.39999999999999,186.0
2021-10-10,Colombia,Brazil,16.0,2.0,0,0,2,14.0,1.0,0.0,1.3529411764705883,1.6,1.3529411764705883,1.0,26.352941176470587,34.8,-3.599999999999909,17.74000000000001,2.125,1.4,0.375,0.4,30.625,25.2,99.73000000000002,69.07999999999993,1.3529411764705883,1.8,0.0663485561912306,0.07738851933973886,2.6875,2.4,0.11881056194558108,0.09173984745413316,True,False,15,16,18.941176470588236,5.25,22.400000000000002,5.6000000000000005,18.941176470588236,37.625,29.75,18.941176470588236,19.599999999999998,14.0
2021-10-10,Venezuela,Ecuador,49.0,52.0,2,1,0,-3.0,9.0,-3.0,0.5714285714285714,0.6,1.7142857142857142,2.0,22.928571428571427,18.0,-82.8599999999999,-66.56999999999994,1.625,1.0,1.3125,0.8,27.8125,31.4,47.08999999999992,2.0799999999999272,0.42857142857142855,0.0,0.026651163610098123,0.0,1.375,1.4,0.09104417125091593,0.035410733844468786,True,False,15,13,-1.7142857142857142,-3.9375,-1.7999999999999998,-2.4000000000000004,-1.2857142857142856,-4.125,-4.875,-5.142857142857142,-3.0,-6.0
2021-10-10,Argentina,Uruguay,6.0,12.0,3,0,0,-6.0,0.0,-1.0,1.6875,1.6,0.5625,0.4,37.75,35.0,102.30999999999995,83.3599999999999,1.1333333333333333,1.2,0.8,0.6,32.8,38.0,0.42000000000007276,6.3400000000001455,2.25,2.2,0.1332430089933842,0.24136469221835077,1.6,1.8,0.06530068562393816,0.05315040650406504,True,False,14,15,-10.125,-4.800000000000001,-9.600000000000001,-3.5999999999999996,-13.5,-9.600000000000001,-6.8,-3.375,-7.199999999999999,-2.4000000000000004
2021-10-10,Chile,Paraguay,23.0,35.0,2,0,0,-12.0,3.0,2.0,0.875,0.2,1.25,1.4,29.0625,19.2,-42.47000000000003,-32.99000000000001,1.1333333333333333,1.2,1.1333333333333333,1.4,27.066666666666666,28.6,23.309999999999945,8.289999999999964,0.9375,0.2,0.04322814555541349,0.0036363636363636364,1.2666666666666666,1.2,0.06363506857755136,0.06907407407407407,True,False,14,15,-10.5,-13.6,-2.4000000000000004,-16.799999999999997,-11.25,-15.2,-13.6,-15.0,-14.399999999999999,-16.799999999999997
2021-10-13,Canada,Panama,51.0,68.0,4,1,0,-17.0,-8.0,-6.0,1.0,1.0,0.75,0.75,32.25,32.25,75.67000000000007,75.67000000000007,1.0,1.0,0.6666666666666666,0.8,34.333333333333336,32.0,29.84999999999991,29.84999999999991,1.25,1.25,0.047015065913371,0.047015065913371,1.8333333333333333,1.6,0.05404552774117991,0.05181115502854633,True,False,5,3,-17.0,-11.333333333333332,-17.0,-13.600000000000001,-21.25,-31.166666666666664,-17.0,-12.75,-17.0,-12.75
2021-10-14,Bolivia,Paraguay,83.0,35.0,4,0,0,48.0,1.0,2.0,1.0,0.8,2.2941176470588234,2.2,24.0,21.4,-40.34999999999991,-2.2899999999999636,1.0625,0.6,1.1875,1.2,26.8125,27.8,23.309999999999945,0.8199999999999363,0.5294117647058824,0.8,0.022983930414270968,0.0419047619047619,1.1875,1.0,0.05965787679145441,0.06166666666666666,True,False,15,16,48.0,57.0,38.400000000000006,57.599999999999994,25.411764705882355,57.0,51.0,110.11764705882352,28.799999999999997,105.60000000000001
2021-10-14,Colombia,Ecuador,16.0,52.0,0,0,2,-36.0,1.0,-3.0,1.2777777777777777,1.0,1.2777777777777777,0.6,25.0,29.8,-3.599999999999909,0.7300000000000182,1.588235294117647,1.2,1.3529411764705883,0.6,29.058823529411764,39.6,47.08999999999992,9.829999999999927,1.3333333333333333,1.4,0.09044030306949555,0.15516629711751664,1.2941176470588236,1.4,0.08568863176556794,0.035410733844468786,True,False,16,17,-46.0,-48.70588235294118,-36.0,-21.599999999999998,-48.0,-46.58823529411765,-57.17647058823529,-46.0,-43.199999999999996,-21.599999999999998
2021-10-14,Argentina,Peru,6.0,21.0,1,0,0,-15.0,0.0,-1.0,1.7647058823529411,2.0,0.5294117647058824,0.2,36.23529411764706,34.4,102.30999999999995,83.3599999999999,1.1111111111111112,0.8,1.7777777777777777,0.8,25.055555555555557,32.2,4.779999999999973,5.619999999999891,2.2941176470588234,2.6,0.14011106728789105,0.27803135888501745,1.0555555555555556,1.4,0.039522277012022704,0.05647157190635451,True,False,17,16,-26.470588235294116,-26.666666666666664,-30.0,-12.0,-34.41176470588235,-15.833333333333334,-16.666666666666668,-7.9411764705882355,-12.0,-3.0
2021-10-14,Brazil,Uruguay,2.0,12.0,4,1,0,-10.0,0.0,-1.0,2.0,1.2,0.35294117647058826,0.4,29.764705882352942,23.0,99.73000000000002,69.07999999999993,1.0625,1.2,0.9375,1.2,31.125,36.2,0.42000000000007276,10.789999999999964,2.588235294117647,2.0,0.1154981759487822,0.08201762523191095,1.5,1.6,0.061219392772442024,0.03981707317073171,True,False,15,16,-20.0,-9.375,-12.0,-12.0,-25.88235294117647,-15.0,-10.625,-3.5294117647058827,-12.0,-4.0
