date,home_team,away_team,rank_home,rank_away,home_score,away_score,result,rank_dif,rank_change_home,rank_change_away,home_goals_mean,home_goals_mean_l5,home_goals_suf_mean,home_goals_suf_mean_l5,home_rank_mean,home_rank_mean_l5,home_points_mean,home_points_mean_l5,away_goals_mean,away_goals_mean_l5,away_goals_suf_mean,away_goals_suf_mean_l5,away_rank_mean,away_rank_mean_l5,away_points_mean,away_points_mean_l5,home_game_points_mean,home_game_points_mean_l5,home_game_points_rank_mean,home_game_points_rank_mean_l5,away_game_points_mean,away_game_points_mean_l5,away_game_points_rank_mean,away_game_points_rank_mean_l5,is_friendly_0,is_friendly_1
2021-09-02,Ecuador,Paraguay,55.0,33.0,2,0,0,22.0,2.0,-2.0,1.75,1.0,1.6666666666666667,1.8,24.666666666666668,16.6,45.00999999999999,0.0,1.2727272727272727,1.6,1.1818181818181819,1.2,26.363636363636363,28.8,15.019999999999982,0.0,1.25,0.6,0.10663775589935927,0.08074074074074074,1.2727272727272727,1.4,0.05874479048453973,0.04639376218323586,True,False
2021-09-02,Peru,Uruguay,22.0,13.0,1,1,2,9.0,-5.0,4.0,1.2307692307692308,1.6,2.1538461538461537,1.8,22.307692307692307,27.2,-32.11999999999989,0.0,1.0,0.8,0.8181818181818182,0.4,28.818181818181817,31.6,-5.920000000000073,0.0,0.9230769230769231,1.0,0.0330033174372797,0.029487870619946094,1.4545454545454546,1.6,0.07094771986412854,0.04840991367307157,True,False
2021-09-02,Venezuela,Argentina,40.0,6.0,1,3,1,34.0,10.0,-2.0,0.5,0.4,1.5,1.2,25.8,21.4,-16.289999999999964,0.0,1.6153846153846154,2.0,0.6153846153846154,0.4,34.38461538461539,37.4,18.950000000000045,0.0,0.6,0.6,0.037311629054137374,0.039329140461215925,2.230769230769231,2.6,0.15321010380531233,0.249204352600579,True,False
2021-09-02,Chile,Brazil,20.0,2.0,0,1,1,18.0,1.0,-1.0,1.0833333333333333,0.6,1.1666666666666667,1.0,31.0,27.2,-9.480000000000018,0.0,2.1538461538461537,1.0,0.38461538461538464,0.6,30.692307692307693,24.4,30.65000000000009,0.0,1.1666666666666667,1.0,0.05612237589206647,0.054629629629629625,2.6153846153846154,2.0,0.11949083576690328,0.09757475449630365,True,False
2021-09-02,Panama,Costa Rica,74.0,44.0,0,0,2,30.0,-4.0,-6.0,0.6666666666666666,0.6666666666666666,1.0,1.0,34.333333333333336,34.333333333333336,16.970000000000027,16.970000000000027,0.16666666666666666,0.2,0.8333333333333334,0.8,49.5,43.2,-15.599999999999909,-15.599999999999909,2.0,2.0,0.043478260869565216,0.043478260869565216,0.6666666666666666,0.8,0.026262626262626265,0.03151515151515152,True,False
2021-09-02,Mexico,Jamaica,9.0,50.0,2,1,0,-41.0,-2.0,5.0,1.5,1.5,0.25,0.25,62.0,62.0,-2.4400000000000546,-2.4400000000000546,0.0,0.0,1.0,1.0,50.0,50.0,0.0,0.0,2.5,2.5,0.04032967032967033,0.04032967032967033,0.0,0.0,0.0,0.0,True,False
2021-09-05,Ecuador,Chile,55.0,20.0,0,0,2,35.0,2.0,1.0,1.7692307692307692,1.4,1.5384615384615385,1.6,25.307692307692307,20.2,37.25999999999999,-7.75,1.0,0.4,1.1538461538461537,1.0,28.76923076923077,26.0,-21.190000000000055,-11.710000000000036,1.3846153846153846,1.2,0.10542785859241555,0.09892255892255891,1.0769230769230769,0.8,0.0518052700542152,0.029629629629629627,True,False
2021-09-05,Paraguay,Colombia,33.0,15.0,1,1,2,18.0,-2.0,0.0,1.1666666666666667,1.0,1.25,1.4,28.75,23.6,22.49000000000001,7.470000000000027,1.3571428571428572,1.2,1.5,1.2,27.357142857142858,25.8,-4.329999999999927,17.00999999999999,1.1666666666666667,0.8,0.05384939127749475,0.03898635477582846,1.2857142857142858,1.2,0.06173493511532547,0.07188346883468835,True,False
2021-09-05,Uruguay,Bolivia,13.0,82.0,4,2,0,-69.0,4.0,1.0,1.0,1.0,0.8333333333333334,0.4,28.25,34.4,-10.36999999999989,-4.449999999999818,1.0769230769230769,0.6,2.230769230769231,2.2,24.307692307692307,17.2,-38.059999999999945,-14.169999999999845,1.4166666666666667,1.8,0.06882328866332994,0.05750082276398065,0.46153846153846156,0.2,0.019066898014266438,0.013333333333333332,True,False
2021-09-05,Peru,Venezuela,22.0,40.0,1,0,0,-18.0,-5.0,10.0,1.2142857142857142,1.4,2.0714285714285716,1.6,21.642857142857142,19.2,-0.8399999999999181,31.279999999999973,0.5454545454545454,0.6,1.6363636363636365,1.8,24.0,20.8,-53.700000000000045,-37.41000000000008,0.9285714285714286,1.0,0.03614044311483665,0.041098901098901096,0.5454545454545454,0.4,0.03391966277648852,0.01710691823899371,True,False
2021-09-05,Costa Rica,Mexico,44.0,9.0,0,1,1,35.0,-6.0,-2.0,0.14285714285714285,0.2,0.7142857142857143,0.6,53.0,41.8,10.789999999999964,22.789999999999964,1.6,1.6,0.4,0.4,59.6,59.6,26.289999999999964,26.289999999999964,0.7142857142857143,1.0,0.02444132444132444,0.03421785421785421,2.6,2.6,0.04426373626373626,0.04426373626373626,True,False
2021-09-05,Jamaica,Panama,50.0,74.0,0,3,1,-24.0,5.0,-4.0,0.5,0.5,1.5,1.5,29.5,29.5,-9.590000000000146,-9.590000000000146,0.5,0.5,0.75,0.75,36.75,36.75,29.84999999999991,29.84999999999991,0.0,0.0,0.0,0.0,1.75,1.75,0.038290513833992096,0.038290513833992096,True,False
2021-09-08,Costa Rica,Jamaica,44.0,50.0,1,1,2,-6.0,-6.0,5.0,0.125,0.2,0.75,0.6,47.5,41.8,10.789999999999964,26.389999999999873,0.3333333333333333,0.3333333333333333,2.0,2.0,44.333333333333336,44.333333333333336,-9.590000000000146,-9.590000000000146,0.625,1.0,0.021386158886158885,0.03421785421785421,0.0,0.0,0.0,0.0,True,False
2021-09-08,Panama,Mexico,74.0,9.0,1,1,2,65.0,-4.0,-2.0,1.0,1.0,0.6,0.6,39.4,39.4,29.84999999999991,29.84999999999991,1.5,1.6,0.3333333333333333,0.4,57.0,58.4,26.289999999999964,28.730000000000018,2.0,2.0,0.042632411067193676,0.042632411067193676,2.6666666666666665,2.6,0.04825008325008325,0.0459000999000999,True,False
2021-09-09,Colombia,Chile,15.0,20.0,3,1,0,-5.0,0.0,1.0,1.3333333333333333,1.2,1.4666666666666666,1.0,27.733333333333334,31.8,-4.329999999999927,17.00999999999999,0.9285714285714286,0.2,1.0714285714285714,1.0,30.642857142857142,20.8,-21.190000000000055,-11.710000000000036,1.2666666666666666,1.4,0.05963947479450579,0.0779440748952944,1.0714285714285714,0.4,0.04940359492047255,0.02585858585858586,True,False
2021-09-09,Paraguay,Venezuela,33.0,40.0,2,1,0,-7.0,-2.0,10.0,1.1538461538461537,1.2,1.2307692307692308,1.4,27.692307692307693,25.0,22.49000000000001,7.470000000000027,0.5,0.6,1.5833333333333333,1.4,23.833333333333332,24.6,-53.700000000000045,-37.41000000000008,1.1538461538461537,1.0,0.054835335538200296,0.05231968810916179,0.5,0.4,0.031093024211781145,0.01710691823899371,True,False
2021-09-09,Uruguay,Ecuador,13.0,55.0,1,0,0,-42.0,4.0,2.0,1.2307692307692308,1.6,0.9230769230769231,0.6,32.38461538461539,47.0,-10.36999999999989,-4.449999999999818,1.6428571428571428,1.0,1.4285714285714286,1.2,24.928571428571427,18.2,37.25999999999999,-7.75,1.5384615384615385,2.2,0.06634344844720139,0.054291580145238674,1.3571428571428572,1.2,0.10146872583581444,0.10225589225589227,True,False
2021-09-09,Argentina,Bolivia,6.0,82.0,3,0,0,-76.0,-2.0,1.0,1.7142857142857142,2.4,0.6428571428571429,0.6,34.785714285714285,38.4,91.43000000000006,72.48000000000002,1.1428571428571428,0.8,2.357142857142857,2.4,23.5,12.8,-38.059999999999945,-14.169999999999845,2.2857142857142856,2.6,0.1476236678192186,0.24706149545772185,0.42857142857142855,0.2,0.01770497672753312,0.013333333333333332,True,False
2021-09-09,Brazil,Peru,2.0,22.0,2,0,0,-20.0,-1.0,-5.0,2.0714285714285716,0.8,0.35714285714285715,0.4,29.928571428571427,25.4,85.67000000000007,55.01999999999998,1.2,1.4,1.9333333333333333,1.6,22.866666666666667,21.2,-0.8399999999999181,31.279999999999973,2.642857142857143,2.0,0.12167006178355308,0.08757475449630364,1.0666666666666667,1.0,0.03873108024051421,0.036098901098901105,True,False
2021-10-07,Mexico,Canada,9.0,51.0,1,1,2,-42.0,0.0,-8.0,1.4285714285714286,1.8,0.42857142857142855,0.6,59.42857142857143,63.2,26.289999999999964,28.730000000000018,1.5,1.5,1.0,1.0,30.5,30.5,0.0,0.0,2.4285714285714284,2.6,0.043287716144859,0.044602802602802596,1.5,1.5,0.03,0.03,True,False
2021-10-07,Ecuador,Bolivia,52.0,83.0,3,0,0,-31.0,-3.0,1.0,1.5333333333333334,0.6,1.4,1.0,24.133333333333333,15.4,37.25999999999999,-7.75,1.0666666666666667,0.8,2.4,2.8,22.333333333333332,10.2,-38.059999999999945,-14.169999999999845,1.2666666666666666,1.0,0.09470414411342681,0.09484848484848485,0.4,0.2,0.016524644945697577,0.013333333333333332,True,False
2021-10-07,Venezuela,Brazil,49.0,2.0,1,3,1,47.0,9.0,0.0,0.5384615384615384,0.8,1.6153846153846154,1.8,24.53846153846154,28.2,-53.700000000000045,-37.41000000000008,2.066666666666667,1.0,0.3333333333333333,0.2,29.4,19.2,85.67000000000007,55.01999999999998,0.46153846153846156,0.2,0.02870125311856721,0.0037735849056603774,2.6666666666666665,2.4,0.12264963342222529,0.11107389686337055,True,False
2021-10-07,Paraguay,Argentina,35.0,6.0,0,0,2,29.0,2.0,0.0,1.2142857142857142,1.2,1.2142857142857142,1.6,28.571428571428573,29.2,22.49000000000001,7.470000000000027,1.8,2.2,0.6,0.4,37.93333333333333,38.6,91.43000000000006,72.48000000000002,1.2857142857142858,1.0,0.056275668714043124,0.03574074074074074,2.3333333333333335,2.6,0.1402211143548479,0.24697116122104618,True,False
2021-10-07,Peru,Chile,21.0,23.0,2,0,0,-2.0,-1.0,3.0,1.125,0.8,1.9375,1.4,21.5625,14.6,-0.8399999999999181,31.279999999999973,0.9333333333333333,0.2,1.2,1.4,29.6,22.0,-21.190000000000055,-11.710000000000036,1.0,0.8,0.03631038772548206,0.03038461538461539,1.0,0.2,0.04611002192577438,0.0036363636363636364,True,False
2021-10-07,Uruguay,Colombia,12.0,16.0,0,0,2,-4.0,-1.0,1.0,1.2142857142857142,1.4,0.8571428571428571,0.6,34.0,41.8,-10.36999999999989,-4.449999999999818,1.4375,1.8,1.4375,1.2,27.25,34.0,-4.329999999999927,17.00999999999999,1.6428571428571428,2.2,0.0655007345970766,0.05779326364692219,1.375,1.8,0.06528700761984918,0.08572185267307218,True,False
2021-10-10,Jamaica,Canada,59.0,51.0,0,0,2,8.0,9.0,-8.0,0.5,0.5,1.75,1.75,44.25,44.25,-9.590000000000146,-9.590000000000146,1.3333333333333333,1.3333333333333333,1.0,1.0,23.333333333333332,23.333333333333332,75.67000000000007,75.67000000000007,0.25,0.25,0.005681818181818182,0.005681818181818182,1.3333333333333333,1.3333333333333333,0.05703703703703703,0.05703703703703703,True,False
2021-10-10,Bolivia,Peru,83.0,21.0,1,0,0,62.0,1.0,-1.0,1.0,0.8,2.4375,3.0,24.1875,18.8,-40.34999999999991,-16.45999999999981,1.1764705882352942,1.2,1.8235294117647058,1.2,21.647058823529413,18.6,4.779999999999973,36.899999999999864,0.375,0.2,0.01549185463659148,0.013333333333333332,1.1176470588235294,1.4,0.041847116836259336,0.05647157190635451,True,False
2021-10-10,Colombia,Brazil,16.0,2.0,0,0,2,14.0,1.0,0.0,1.3529411764705883,1.6,1.3529411764705883,1.0,26.352941176470587,34.8,-3.599999999999909,17.74000000000001,2.125,1.4,0.375,0.4,30.625,25.2,99.73000000000002,69.07999999999993,1.3529411764705883,1.8,0.0663485561912306,0.07738851933973886,2.6875,2.4,0.11881056194558108,0.09173984745413316,True,False
2021-10-10,Venezuela,Ecuador,49.0,52.0,2,1,0,-3.0,9.0,-3.0,0.5714285714285714,0.6,1.7142857142857142,2.0,22.928571428571427,18.0,-82.8599999999999,-66.56999999999994,1.625,1.0,1.3125,0.8,27.8125,31.4,47.08999999999992,2.0799999999999272,0.42857142857142855,0.0,0.026651163610098123,0.0,1.375,1.4,0.09104417125091593,0.035410733844468786,True,False
2021-10-10,Argentina,Uruguay,6.0,12.0,3,0,0,-6.0,0.0,-1.0,1.6875,1.6,0.5625,0.4,37.75,35.0,102.30999999999995,83.3599999999999,1.1333333333333333,1.2,0.8,0.6,32.8,38.0,0.42000000000007276,6.3400000000001455,2.25,2.2,0.1332430089933842,0.24136469221835077,1.6,1.8,0.06530068562393816,0.05315040650406504,True,False
2021-10-10,Chile,Paraguay,23.0,35.0,2,0,0,-12.0,3.0,2.0,0.875,0.2,1.25,1.4,29.0625,19.2,-42.47000000000003,-32.99000000000001,1.1333333333333333,1.2,1.1333333333333333,1.4,27.066666666666666,28.6,23.309999999999945,8.289999999999964,0.9375,0.2,0.04322814555541349,0.0036363636363636364,1.2666666666666666,1.2,0.06363506857755136,0.06907407407407407,True,False
2021-10-13,Canada,Panama,51.0,68.0,4,1,0,-17.0,-8.0,-6.0,1.0,1.0,0.75,0.75,32.25,32.25,75.67000000000007,75.67000000000007,1.0,1.0,0.6666666666666666,0.8,34.333333333333336,32.0,29.84999999999991,29.84999999999991,1.25,1.25,0.047015065913371,0.047015065913371,1.8333333333333333,1.6,0.05404552774117991,0.05181115502854633,True,False
2021-10-14,Bolivia,Paraguay,83.0,35.0,4,0,0,48.0,1.0,2.0,1.0,0.8,2.2941176470588234,2.2,24.0,21.4,-40.34999999999991,-2.2899999999999636,1.0625,0.6,1.1875,1.2,26.8125,27.8,23.309999999999945,0.8199999999999363,0.5294117647058824,0.8,0.022983930414270968,0.0419047619047619,1.1875,1.0,0.05965787679145441,0.06166666666666666,True,False
2021-10-14,Colombia,Ecuador,16.0,52.0,0,0,2,-36.0,1.0,-3.0,1.2777777777777777,1.0,1.2777777777777777,0.6,25.0,29.8,-3.599999999999909,0.7300000000000182,1.588235294117647,1.2,1.3529411764705883,0.6,29.058823529411764,39.6,47.08999999999992,9.829999999999927,1.3333333333333333,1.4,0.09044030306949555,0.15516629711751664,1.2941176470588236,1.4,0.08568863176556794,0.035410733844468786,True,False
2021-10-14,Argentina,Peru,6.0,21.0,1,0,0,-15.0,0.0,-1.0,1.7647058823529411,2.0,0.5294117647058824,0.2,36.23529411764706,34.4,102.30999999999995,83.3599999999999,1.1111111111111112,0.8,1.7777777777777777,0.8,25.055555555555557,32.2,4.779999999999973,5.619999999999891,2.2941176470588234,2.6,0.14011106728789105,0.27803135888501745,1.0555555555555556,1.4,0.039522277012022704,0.05647157190635451,True,False
2021-10-14,Brazil,Uruguay,2.0,12.0,4,1,0,-10.0,0.0,-1.0,2.0,1.2,0.35294117647058826,0.4,29.764705882352942,23.0,99.73000000000002,69.07999999999993,1.0625,1.2,0.9375,1.2,31.125,36.2,0.42000000000007276,10.789999999999964,2.588235294117647,2.0,0.1154981759487822,0.08201762523191095,1.5,1.6,0.061219392772442024,0.03981707317073171,True,False
2021-10-14,Chile,Venezuela,23.0,49.0,3,0,0,-26.0,3.0,9.0,0.9411764705882353,0.6,1.1764705882352942,1.2,29.41176470588235,25.6,-42.47000000000003,-21.279999999999973,0.6666666666666666,1.0,1.6666666666666667,2.0,24.866666666666667,23.0,-82.8599999999999,-29.159999999999854,1.0588235294117647,0.8,0.04572733027064127,0.02077922077922078,0.6,0.6,0.028720573215578762,0.011538461538461539,True,False
2021-10-27,Mexico,Ecuador,9.0,55.0,2,3,1,-46.0,0.0,3.0,1.375,1.4,0.5,0.8,58.375,57.8,34.190000000000055,36.63000000000011,1.5,0.8,1.2777777777777777,0.6,28.333333333333332,36.2,47.08999999999992,9.829999999999927,2.25,2.2,0.04032773201890849,0.0408320635379459,1.2777777777777777,1.0,0.08440037444525862,0.029728915662650603,False,True
2021-11-11,Ecuador,Venezuela,55.0,50.0,1,0,0,5.0,3.0,1.0,1.5789473684210527,1.4,1.3157894736842106,1.0,27.31578947368421,34.0,48.930000000000064,11.670000000000073,0.625,0.8,1.75,2.0,24.75,26.4,-82.8599999999999,-29.159999999999854,1.368421052631579,1.4,0.09750210912357835,0.08639558232931727,0.5625,0.6,0.02692553738960509,0.011538461538461539,True,False
2021-11-11,Paraguay,Chile,38.0,21.0,0,1,1,17.0,3.0,-2.0,1.0,0.6,1.3529411764705883,1.6,30.11764705882353,33.4,23.309999999999945,0.8199999999999363,1.0555555555555556,1.2,1.1111111111111112,1.0,30.5,35.0,-42.47000000000003,-21.279999999999973,1.1176470588235294,1.0,0.05614858992136885,0.06166666666666666,1.1666666666666667,1.4,0.0465882835776011,0.033024118738404454,True,False
2021-11-11,Peru,Bolivia,24.0,78.0,3,0,0,-54.0,3.0,-5.0,1.0526315789473684,0.6,1.736842105263158,0.8,24.05263157894737,30.8,4.779999999999973,5.619999999999891,1.1666666666666667,1.4,2.1666666666666665,2.0,24.61111111111111,25.4,-40.34999999999991,-2.2899999999999636,1.0,1.2,0.037442157169284666,0.041086956521739125,0.6666666666666666,1.2,0.02646895015316068,0.045714285714285714,True,False
2021-11-11,Brazil,Colombia,2.0,16.0,1,0,0,-14.0,0.0,0.0,2.111111111111111,2.0,0.3888888888888889,0.4,28.77777777777778,23.8,99.73000000000002,14.059999999999945,1.2105263157894737,0.8,1.2105263157894737,0.4,26.42105263157895,23.8,-3.599999999999909,0.7300000000000182,2.611111111111111,2.6,0.1229704995071832,0.13201762523191093,1.3157894736842106,1.4,0.08669243286745734,0.1565734265734266,True,False
2021-11-12,Canada,Costa Rica,48.0,45.0,1,0,0,3.0,-3.0,1.0,1.6,1.6,0.8,0.8,39.4,39.4,75.67000000000007,75.67000000000007,0.2222222222222222,0.4,0.7777777777777778,0.8,47.77777777777778,49.6,10.789999999999964,26.389999999999873,1.6,1.6,0.046435582142461504,0.046435582142461504,0.6666666666666666,1.0,0.021232141232141233,0.020036036036036035,True,False
2021-11-12,Uruguay,Argentina,15.0,6.0,0,1,1,9.0,3.0,0.0,1.0588235294117647,1.2,1.1176470588235294,1.8,29.41176470588235,32.2,0.42000000000007276,10.789999999999964,1.7222222222222223,2.0,0.5,0.2,35.388888888888886,38.0,102.30999999999995,10.879999999999882,1.411764705882353,1.4,0.057618252021121905,0.030726164079822614,2.3333333333333335,2.6,0.14026362704173836,0.10660278745644598,True,False
2021-11-16,Canada,Mexico,48.0,9.0,2,1,0,39.0,-3.0,0.0,1.5,1.4,0.6666666666666666,0.8,40.333333333333336,38.4,91.77999999999997,91.77999999999997,1.4444444444444444,1.4,0.7777777777777778,1.2,58.0,54.8,40.92000000000007,14.63000000000011,1.8333333333333333,1.6,0.049807429563162364,0.047768915475794836,2.0,1.6,0.035846872905696436,0.03226063496651732,True,False
2021-11-16,Bolivia,Uruguay,78.0,15.0,3,0,0,63.0,-5.0,3.0,1.105263157894737,1.0,2.210526315789474,1.8,24.57894736842105,27.6,-14.25,23.809999999999945,1.0,0.4,1.1111111111111112,1.6,28.11111111111111,17.0,-19.329999999999927,-8.960000000000036,0.631578947368421,1.2,0.025075847513520644,0.045714285714285714,1.3333333333333333,0.8,0.054417238019948466,0.023409090909090907,True,False
2021-11-16,Venezuela,Peru,50.0,24.0,1,2,1,26.0,1.0,3.0,0.5882352941176471,0.8,1.7058823529411764,2.0,26.529411764705884,33.0,-85.49000000000001,-31.789999999999964,1.15,1.0,1.65,0.8,26.75,38.4,-9.940000000000055,-9.100000000000136,0.5294117647058824,0.6,0.025341682249040084,0.011538461538461539,1.1,1.2,0.03749312623389736,0.033779264214046825,True,False
2021-11-16,Colombia,Paraguay,16.0,38.0,0,0,2,-22.0,0.0,3.0,1.15,0.6,1.2,0.4,25.2,17.6,-3.240000000000009,1.0899999999999181,0.9444444444444444,0.4,1.3333333333333333,1.6,29.61111111111111,34.6,0.2799999999999727,-22.210000000000036,1.25,1.2,0.08235781122408448,0.15051282051282053,1.0555555555555556,0.8,0.05302922381462613,0.048333333333333325,True,False
2021-11-16,Argentina,Brazil,6.0,2.0,0,0,2,4.0,0.0,0.0,1.6842105263157894,1.6,0.47368421052631576,0.0,34.31578947368421,33.0,115.78999999999996,24.3599999999999,2.0526315789473686,2.0,0.3684210526315789,0.4,28.105263157894736,23.0,108.3599999999999,22.689999999999827,2.3684210526315788,2.6,0.14340764667112055,0.131602787456446,2.6315789473684212,2.6,0.12636678900680512,0.13951762523191094,True,False
2021-11-16,Chile,Ecuador,21.0,55.0,0,2,1,-34.0,-2.0,3.0,1.0526315789473684,1.4,1.0526315789473684,1.0,30.894736842105264,31.6,-32.74000000000001,-11.549999999999955,1.55,1.6,1.25,0.8,28.45,41.4,48.930000000000064,1.8400000000001455,1.263157894736842,1.8,0.04829139330620382,0.04517722878625134,1.45,2.0,0.09562700366739943,0.09839558232931726,True,False
2021-12-08,Mexico,Chile,14.0,24.0,2,2,2,-10.0,5.0,3.0,1.4,1.2,0.9,1.4,57.0,54.4,40.92000000000007,14.63000000000011,1.0,1.2,1.1,0.8,32.1,39.6,-32.74000000000001,9.730000000000018,1.8,1.0,0.032262185615126796,0.020260634966517317,1.2,1.8,0.04587682364089363,0.04517722878625134,False,True
2022-01-16,Peru,Panama,22.0,63.0,1,1,2,-41.0,0.0,0.0,1.1904761904761905,1.4,1.619047619047619,0.6,27.857142857142858,48.0,-9.940000000000055,-14.720000000000027,1.0,1.0,1.1428571428571428,1.6,36.714285714285715,33.0,53.76999999999998,36.799999999999955,1.1904761904761905,1.8,0.038564882127521294,0.04577926421404682,1.5714285714285714,1.0,0.0463247380638685,0.03876767676767677,False,True
2022-01-20,Peru,Jamaica,22.0,57.0,3,0,0,-35.0,0.0,0.0,1.1818181818181819,1.2,1.5909090909090908,0.8,29.454545454545453,56.0,7.150000000000091,2.3700000000001182,0.4,0.4,1.4,1.4,45.6,45.6,-30.25999999999999,-30.25999999999999,1.1818181818181819,1.4,0.03753343366140741,0.022866910866910867,0.4,0.4,0.008467023172905526,0.008467023172905526,False,True
2022-01-27,Jamaica,Mexico,57.0,14.0,1,2,1,43.0,0.0,0.0,0.3333333333333333,0.4,1.6666666666666667,1.8,41.666666666666664,40.0,-20.519999999999982,-10.929999999999836,1.4545454545454546,1.4,1.0,1.8,54.0,50.4,6.759999999999991,-19.529999999999973,0.3333333333333333,0.4,0.007055852644087938,0.008467023172905526,1.7272727272727273,0.6,0.033117138437994055,0.014957604663487018,True,False
2022-01-27,Costa Rica,Panama,49.0,63.0,1,0,0,-14.0,0.0,0.0,0.2,0.2,0.8,1.0,47.8,50.2,0.6099999999999,16.20999999999981,1.0,1.2,1.125,1.2,34.875,35.2,74.33999999999992,44.49000000000001,0.6,0.4,0.019108927108927108,0.006702702702702704,1.5,1.2,0.04621596398770312,0.047858585858585864,True,False
2022-01-27,Ecuador,Brazil,46.0,2.0,1,1,2,44.0,0.0,0.0,1.5714285714285714,1.4,1.1904761904761905,0.8,28.095238095238095,29.0,48.930000000000064,1.8400000000001455,1.95,1.6,0.35,0.4,27.0,19.8,108.3599999999999,8.629999999999882,1.5238095238095237,2.0,0.09787605791453007,0.11973809523809523,2.55,2.2,0.1283817828897982,0.14557823129251699,True,False
2022-01-27,Paraguay,Uruguay,43.0,17.0,0,1,1,26.0,0.0,0.0,0.8947368421052632,0.0,1.263157894736842,1.4,28.894736842105264,29.8,0.2799999999999727,-23.029999999999973,0.9473684210526315,0.2,1.2105263157894737,2.2,30.736842105263158,21.6,-19.329999999999927,-19.75,1.0526315789473684,0.4,0.0535276857191195,0.04583333333333333,1.263157894736842,0.2,0.05155317286100381,0.0125,True,False
2022-01-27,Chile,Argentina,24.0,5.0,1,2,1,19.0,0.0,0.0,1.0476190476190477,1.6,1.1428571428571428,0.8,31.238095238095237,38.2,-37.67000000000007,4.7999999999999545,1.6,1.0,0.45,0.0,32.7,17.0,115.78999999999996,13.480000000000018,1.1904761904761905,2.0,0.04709357353554495,0.059462943071965625,2.3,2.2,0.16123726433756452,0.22428571428571425,True,False
2022-01-28,Colombia,Peru,16.0,22.0,0,1,1,-6.0,0.0,0.0,1.0952380952380953,0.0,1.1428571428571428,0.2,25.80952380952381,21.2,-3.240000000000009,0.35999999999989996,1.2608695652173914,1.8,1.5217391304347827,0.6,30.652173913043477,50.8,7.150000000000091,2.3700000000001182,1.2380952380952381,0.8,0.07968914352168446,0.12577597840755736,1.2608695652173914,2.0,0.03818987476079702,0.03339322665638455,True,False
2022-01-28,Venezuela,Bolivia,59.0,77.0,4,1,0,-18.0,0.0,0.0,0.6111111111111112,0.8,1.7222222222222223,2.0,26.38888888888889,31.2,-85.49000000000001,-2.630000000000109,1.2,1.6,2.1,1.2,24.1,29.4,-14.25,26.09999999999991,0.5,0.6,0.023933811012982302,0.011538461538461539,0.75,1.8,0.033822055137844614,0.08571428571428572,True,False
2022-01-30,Mexico,Costa Rica,14.0,49.0,0,0,2,-35.0,0.0,0.0,1.5,1.6,1.0,1.8,54.25,47.0,6.2999999999999545,-27.8900000000001,0.2727272727272727,0.4,0.7272727272727273,0.6,49.18181818181818,48.8,-1.5699999999999363,-12.3599999999999,1.8333333333333333,1.0,0.03474334181377526,0.022781217750257994,0.8181818181818182,1.0,0.021700756246210793,0.016226512226512228,True,False
2022-01-30,Panama,Jamaica,63.0,57.0,3,2,0,6.0,0.0,0.0,0.8888888888888888,1.2,1.1111111111111112,1.4,36.44444444444444,36.2,74.33999999999992,44.49000000000001,0.42857142857142855,0.4,1.7142857142857142,1.8,37.714285714285715,41.0,-20.519999999999982,-10.929999999999836,1.3333333333333333,1.0,0.04108085687795833,0.04331313131313132,0.2857142857142857,0.4,0.006047873694932518,0.008467023172905526,True,False
2022-02-01,Bolivia,Chile,77.0,24.0,2,3,1,53.0,0.0,0.0,1.1904761904761905,1.8,2.1904761904761907,1.4,25.761904761904763,30.8,0.21000000000003638,40.559999999999945,1.0454545454545454,1.4,1.1818181818181819,1.2,30.045454545454547,32.2,-35.57999999999993,6.8900000000001,0.7142857142857143,1.8,0.03221148108366153,0.08571428571428572,1.1363636363636365,1.4,0.044952956556656536,0.042320085929108485,True,False
2022-02-01,Uruguay,Venezuela,17.0,59.0,4,1,0,-42.0,0.0,0.0,0.95,0.4,1.15,2.2,31.35,27.0,-48.33999999999992,-48.75999999999999,0.7894736842105263,1.4,1.6842105263157894,1.6,29.05263157894737,46.2,-107.8599999999999,-25.0,1.35,0.6,0.052463886310976884,0.013953488372093023,0.631578947368421,1.2,0.02472471774709055,0.01933066933066933,True,False
2022-02-01,Argentina,Colombia,5.0,16.0,1,0,0,-11.0,0.0,0.0,1.619047619047619,1.4,0.47619047619047616,0.2,32.285714285714285,14.8,127.50999999999999,25.200000000000045,1.0454545454545454,0.0,1.1363636363636365,0.4,25.636363636363637,23.2,-14.849999999999909,-11.25,2.3333333333333335,2.6,0.15951168032149002,0.24357142857142855,1.1818181818181819,0.6,0.07606690972524426,0.1091093117408907,True,False
2022-02-01,Peru,Ecuador,22.0,46.0,1,1,2,-24.0,0.0,0.0,1.25,2.0,1.4583333333333333,0.4,30.041666666666668,52.8,7.150000000000091,17.090000000000146,1.5454545454545454,1.4,1.1818181818181819,0.6,26.90909090909091,19.6,80.26999999999998,33.180000000000064,1.3333333333333333,2.6,0.04441112997909715,0.07089322665638456,1.5,2.2,0.11615441891841508,0.21973809523809523,True,False
